Imatest,2021.1.7, Evaluation, Multicharts
File,R0012499.JPG
Run date,31-Oct-2021 14:57:25,,Build 2021-10-22
Color space,sRGB
Reference,X-Rite default old: Color space Wt Pt
Pixel offset,0

Gamma, 0.705
mean patch size pxls, 51, 51
Exposure error, -0.382,f-stops

'Densities' are -log10(normalized pixel levels) for Y R G and B channels; RGBY means in pixels (max 255). (for Dynamic Range) 
Zone,(-)Log(exp),Y-density,R-density,G-density,B-density,Y-mean, R-mean, G-mean, B-mean, WB Err Deg,WB Err Mired,WB ERR S(HSV),WB Delta-C ab,WB Delta-C 94,WB Delta-C 00
22,   0.000,  0.000,  0.000,  0.000,   1.073,  1.158,  1.096,  1.110,,   0.0794,  0.0857,  0.0811,  0.0821,    12.60,   11.67,   12.34,   12.18
23,   0.000,  0.000,  0.000,  0.000,   1.116,  1.172,  1.127,  1.142,,   0.1365,  0.1434,  0.1378,  0.1396,     7.33,    6.97,    7.26,    7.16
24,   0.000,  0.000,  0.000,  0.000,   0.889,  0.958,  0.889,  0.942,,   0.1511,  0.1628,  0.1512,  0.1601,     6.62,    6.14,    6.61,    6.25

S/N (signal/noise) and SNR(dB) (20*log10(signal/noise)) for each grayscale patch
Zone,Y-S/N,R-S/N,G-S/N,B-S/N,Y-SNR(dB),R-SNR(dB),G-SNR(dB),B-SNR(dB),Lux (patch)
19,  82.78,  75.13,  81.30,  81.07,  38.36,  37.52,  38.20,  38.18
20,  57.83,  52.75,  57.18,  55.64,  35.24,  34.45,  35.15,  34.91
21,  44.05,  39.62,  43.92,  45.11,  32.88,  31.96,  32.85,  33.09
22,  25.17,  21.59,  25.06,  25.61,  28.02,  26.68,  27.98,  28.17
23,  12.93,  10.44,  13.24,  14.08,  22.23,  20.37,  22.43,  22.97
24,   6.25,   4.60,   6.52,   6.92,  15.92,  13.26,  16.28,  16.80


Dynamic Range for quality levels corresponding to scene-referenced S/N
Scene-ref S/N,Quality,DR (f-stops),DR (dB)
10,High,2.66,16

SNR_BW (dB; RGBY), 34.4, 34.8, 34.7, 35.0,White-Black SNR (W-B density difference = 1.5), 20*log10((W-B)/(mid level noise))
Noise analysis, Grayscale patches sorted dark to light
Sequence (dark-light),1,2,3,4,5,6
Patch number,19,20,21,22,23,24
(-)Log exposure,   1.51,   1.05,   0.72,   0.44,   0.23,   0.04
R noise,  0.0096,  0.0117,  0.0116,  0.0099,  0.0098,  0.0085
G noise,  0.0089,  0.0113,  0.0110,  0.0097,  0.0096,  0.0082
B noise,  0.0094,  0.0114,  0.0111,  0.0097,  0.0101,  0.0083
Y (Luminance) noise,  0.0089,  0.0112,  0.0107,  0.0095,  0.0094,  0.0080
Y_Kelly-Keelan noise,  0.0089,  0.0112,  0.0107,  0.0095,  0.0094,  0.0080
R - Y_kk noise,  0.0032,  0.0037,  0.0049,  0.0035,  0.0037,  0.0037
B - Y_kk noise,  0.0030,  0.0033,  0.0040,  0.0027,  0.0042,  0.0029
L* noise,  0.7770,  1.3687,  1.1946,  0.9840,  0.9274,  0.7592
a* noise,  0.4092,  0.7230,  0.8962,  0.5842,  0.6782,  0.5726
b* noise,  0.4661,  0.6050,  0.6605,  0.4215,  0.6203,  0.4148
Total noise (K-K),  0.0091,  0.0114,  0.0111,  0.0097,  0.0097,  0.0083
Chroma noise (K-K),  0.0019,  0.0022,  0.0028,  0.0020,  0.0023,  0.0021
Total noise (ISO 12232),  0.0093,  0.0116,  0.0115,  0.0100,  0.0100,  0.0086
Total L*a*b* noise unwtd,  0.9942,  1.6619,  1.6330,  1.2195,  1.3057,  1.0375
Total a*b* noise unwtd,  0.6203,  0.9427,  1.1133,  0.7204,  0.9191,  0.7071

ISO 15739 SNR and Dynamic Range
ISO 15739 noise %,   0.45,   0.63,   0.80,   1.01,   1.42,   1.41,
ISO 15739 S/N,    1.00,    2.92,    7.45,   14.67,   18.17,   27.96,
ISO 15739 noise % @ 13% Lref,    0.79
ISO 15739 S/N @ 13% Lref,    7.17
ISO 15739 Dyn Rng @ density 2,  340.57
ISO 15739 Dyn Rng total,    49.14
Dynamic Range from slope OD,    1.47
Dynamic Range from slope EV,    4.87

RGB values for reference and input patches
Patch,R ref,G ref,B ref,R input,G input,B input, Row, Column,Width px, Height px, Pixels total,, Rref/255, Gref/255, Bref/255
  1, 113.95,  80.75,  67.46,  63.27,  43.98,  32.76,1,1,53,53,2809,,  0.447,  0.317,  0.265
  2, 194.81, 147.97, 127.70, 133.09,  96.24,  84.91,1,2,52,54,2808,,  0.764,  0.580,  0.501
  3,  92.95, 122.35, 155.98,  44.71,  69.74, 109.09,1,3,52,53,2756,,  0.364,  0.480,  0.612
  4,  90.53, 107.72,  64.48,  37.64,  60.65,  26.89,1,4,52,53,2756,,  0.355,  0.422,  0.253
  5, 129.32, 127.96, 176.25,  72.08,  73.61, 123.36,1,5,52,53,2756,,  0.507,  0.502,  0.691
  6,  97.42, 190.91, 170.74,  45.81, 125.60, 125.31,1,6,52,53,2756,,  0.382,  0.749,  0.670
  7, 221.00, 122.65,  47.66, 152.31,  79.33,   8.91,2,1,53,54,2862,,  0.867,  0.481,  0.187
  8,  70.66,  90.80, 170.25,  27.10,  42.87, 119.49,2,2,52,53,2756,,  0.277,  0.356,  0.668
  9, 193.35,  82.08,  97.31, 132.10,  44.42,  47.54,2,3,52,54,2808,,  0.758,  0.322,  0.382
 10,  92.06,  57.43, 106.43,  39.01,  23.22,  58.59,2,4,52,53,2756,,  0.361,  0.225,  0.417
 11, 160.31, 189.16,  61.80,  91.47, 129.63,  12.41,2,5,53,54,2862,,  0.629,  0.742,  0.242
 12, 228.31, 160.61,  41.36, 151.20, 111.56,   7.06,2,6,52,53,2756,,  0.895,  0.630,  0.162
 13,  39.51,  62.85, 146.96,  15.26,  22.98, 101.50,3,1,53,53,2809,,  0.155,  0.246,  0.576
 14,  70.73, 149.82,  72.58,  21.23,  93.49,  35.59,3,2,52,53,2756,,  0.277,  0.588,  0.285
 15, 173.58,  50.69,  56.98, 111.63,  26.12,  19.06,3,3,53,54,2862,,  0.681,  0.199,  0.223
 16, 236.55, 198.15,  19.57, 156.67, 140.89,   4.88,3,4,52,53,2756,,  0.928,  0.777,  0.077
 17, 188.08,  83.87, 151.45, 123.39,  43.85,  98.17,3,5,52,53,2756,,  0.738,  0.329,  0.594
 18,   0.00, 137.76, 168.32,   4.33,  76.55, 123.15,3,6,53,53,2809,,  0.000,  0.540,  0.660
 19, 244.79, 245.32, 242.37, 162.62, 169.91, 171.99,4,1,52,53,2756,,  0.960,  0.962,  0.950
 20, 200.43, 202.24, 202.28, 132.26, 140.25, 143.57,4,2,52,53,2756,,  0.786,  0.793,  0.793
 21, 160.85, 162.84, 163.19, 100.04, 108.75, 111.34,4,3,52,53,2756,,  0.631,  0.639,  0.640
 22, 120.81, 121.16, 121.53,  63.75,  70.03,  72.46,4,4,52,53,2756,,  0.474,  0.475,  0.477
 23,  82.60,  84.08,  85.79,  31.20,  38.02,  41.00,4,5,52,53,2756,,  0.324,  0.330,  0.336
 24,  48.72,  49.35,  50.73,  11.24,  14.79,  16.61,4,6,52,54,2808,,  0.191,  0.194,  0.199


CIELAB and xyY values for reference and input patches
Patch,L* ref,a* ref,b* ref,L* input,a* input, b* input, x ref,y ref,Y ref,x input,y input, Y input, Patch, Row, Col
  1,  37.54,  12.02,  13.33,  19.94,   7.18,  10.78,  0.3969, 0.3586, 0.0983, 0.4029, 0.3700, 0.0297,  1,1,1
  2,  65.20,  14.82,  17.55,  44.32,  13.35,  12.36,  0.3837, 0.3565, 0.3430, 0.3876, 0.3510, 0.1406,  2,1,2
  3,  50.37,  -1.57, -21.43,  29.42,   3.38, -25.74,  0.2488, 0.2662, 0.1873, 0.2197, 0.2196, 0.0600,  3,1,3
  4,  43.12, -14.63,  22.12,  22.94, -16.58,  17.94,  0.3433, 0.4313, 0.1324, 0.3275, 0.4707, 0.0378,  4,1,4
  5,  55.34,  11.45, -25.29,  33.27,  12.93, -28.50,  0.2673, 0.2520, 0.2326, 0.2400, 0.2115, 0.0766,  5,1,5
  6,  71.36, -32.72,   1.64,  48.11, -23.80,  -7.03,  0.2605, 0.3601, 0.4271, 0.2390, 0.3294, 0.1688,  6,1,6
  7,  61.37,  32.88,  55.16,  41.79,  26.26,  48.63,  0.5082, 0.4032, 0.2967, 0.5283, 0.4115, 0.1237,  7,2,1
  8,  40.71,  16.91, -45.09,  21.19,  22.85, -45.64,  0.2090, 0.1799, 0.1169, 0.1799, 0.1269, 0.0330,  8,2,2
  9,  49.86,  45.93,  13.88,  31.71,  37.81,  18.59,  0.4619, 0.3099, 0.1830, 0.5117, 0.3245, 0.0696,  9,2,3
 10,  30.15,  24.91, -22.61,  11.72,  16.85, -20.02,  0.2906, 0.2146, 0.0630, 0.2557, 0.1811, 0.0136, 10,2,4
 11,  72.44, -27.46,  58.47,  49.67, -29.71,  51.43,  0.3770, 0.4964, 0.4431, 0.3667, 0.5381, 0.1814, 11,2,5
 12,  70.92,  15.58,  66.54,  49.63,   7.34,  54.69,  0.4750, 0.4423, 0.4207, 0.4716, 0.4594, 0.1811, 12,2,6
 13,  29.62,  21.43, -49.03,  13.62,  28.21, -46.42,  0.1864, 0.1438, 0.0608, 0.1679, 0.0971, 0.0167, 13,3,1
 14,  55.64, -40.76,  33.27,  34.40, -35.24,  26.64,  0.3038, 0.4887, 0.2356, 0.2908, 0.5203, 0.0820, 14,3,2
 15,  40.55,  49.97,  25.46,  24.36,  36.85,  26.93,  0.5361, 0.3224, 0.1159, 0.5749, 0.3399, 0.0421, 15,3,3
 16,  80.98,  -1.04,  80.03,  58.19,  -6.53,  61.66,  0.4497, 0.4767, 0.5844, 0.4369, 0.4891, 0.2617, 16,3,4
 17,  51.01,  49.88, -16.93,  31.62,  40.85, -14.68,  0.3672, 0.2396, 0.1927, 0.3705, 0.2261, 0.0692, 17,3,5
 18,  52.12, -24.61, -26.18,  31.13,  -1.22, -31.96,  0.1964, 0.2687, 0.2025, 0.1913, 0.2050, 0.0671, 18,3,6
 19,  96.54,  -0.69,   1.35,  69.07,  -2.16,  -1.97,  0.3142, 0.3320, 0.9131, 0.3045, 0.3260, 0.3944, 19,4,1
 20,  81.27,  -0.61,  -0.24,  57.80,  -2.22,  -2.78,  0.3113, 0.3290, 0.5897, 0.3010, 0.3234, 0.2576, 20,4,2
 21,  66.79,  -0.65,  -0.43,  45.29,  -2.73,  -2.58,  0.3106, 0.3285, 0.3635, 0.2980, 0.3234, 0.1475, 21,4,3
 22,  50.87,  -0.06,  -0.25,  29.26,  -1.98,  -2.35,  0.3119, 0.3283, 0.1916, 0.2962, 0.3214, 0.0594, 22,4,4
 23,  35.68,  -0.22,  -1.21,  14.64,  -2.19,  -2.99,  0.3076, 0.3246, 0.0884, 0.2835, 0.3137, 0.0184, 23,4,5
 24,  20.48,   0.05,  -0.97,   4.04,  -0.75,  -1.31,  0.3077, 0.3235, 0.0311, 0.2839, 0.3122, 0.0045, 24,4,6


Color errors for reference vs input patches
Patch,Delta-E*,Delta-C,Delta-E*94,Delta-C 94,Delta-E 00,Delta-C 00,Row,Column
  1,  18.43,   5.47,  17.90,   3.27,  14.10,   4.35,1,1
  2,  21.57,   5.39,  21.10,   2.99,  20.11,   3.22,1,2
  3,  21.95,   6.56,  21.38,   4.29,  18.79,   3.84,1,3
  4,  20.70,   4.62,  20.42,   3.09,  16.47,   3.01,1,4
  5,  22.35,   3.54,  22.12,   1.57,  20.74,   1.52,1,5
  6,  26.37,  12.44,  24.33,   7.18,  21.89,   7.60,1,6
  7,  21.67,   9.30,  19.75,   2.64,  19.64,   2.93,2,1
  8,  20.41,   5.97,  19.78,   3.17,  15.71,   3.67,2,2
  9,  20.44,   9.39,  18.74,   4.66,  16.87,   4.91,2,3
 10,  20.28,   8.47,  18.86,   3.98,  13.57,   4.28,2,4
 11,  23.94,   7.39,  22.96,   2.98,  19.96,   3.00,2,5
 12,  25.72,  14.44,  21.73,   4.36,  19.37,   5.20,2,6
 13,  17.58,   7.27,  16.50,   4.02,  12.46,   5.32,3,1
 14,  22.93,   8.63,  21.42,   2.70,  20.32,   2.81,3,2
 15,  20.89,  13.20,  17.04,   5.30,  14.21,   5.96,3,3
 16,  29.78,  19.17,  23.31,   4.91,  18.63,   5.78,3,4
 17,  21.50,   9.30,  19.59,   2.79,  17.63,   2.96,3,5
 18,  31.96,  24.10,  26.11,  15.52,  23.86,  14.57,3,6
 19,  27.71,   3.63,  27.69,   3.53,  18.84,   3.74,4,1
 20,  23.66,   3.01,  23.65,   2.93,  18.52,   3.15,4,2
 21,  21.70,   3.00,  21.69,   2.90,  20.32,   3.36,4,3
 22,  21.80,   2.85,  21.80,   2.82,  19.31,   3.27,4,4
 23,  21.21,   2.66,  21.19,   2.53,  15.70,   3.09,4,5
 24,  16.45,   0.87,  16.45,   0.85,  10.59,   1.20,4,6
,Delta-E*,Delta-C,Delta-E*94,Delta-C 94,Delta-E 00,Delta-C 00
Mean,  22.54,   7.94,  21.06,   3.96,  17.82,   4.28
Maximum,  31.96,  24.10,  27.69,  15.52,  23.86,  14.57,
Additional color errors and values
Patch,Delta-L*,Delta-Chroma,|Delta-Hue dist|,|Delta-Hue degs|,,Note: Delta-Hue is undefined for grayscale patches (a* & b* near 0)
  1, -17.60,  -5.00,   2.23,   8.38
  2, -20.88,  -4.77,   2.50,  -7.01
  3, -20.94,   4.47,   4.80,  11.67
  4, -20.18,  -2.09,   4.11,   9.27
  5, -22.07,   3.54,   0.02,   0.04
  6, -23.25,  -7.95,   9.57,  19.33
  7, -19.57,  -8.95,   2.53,   2.43
  8, -19.52,   2.89,   5.22,   6.04
  9, -18.15,  -5.85,   7.35,   9.37
 10, -18.43,  -7.48,   3.98,  -7.70
 11, -22.77,  -5.20,   5.25,   4.86
 12, -21.29, -13.16,   5.93,   5.54
 13, -16.00,   0.81,   7.23,   7.68
 14, -21.25,  -8.44,   1.80,   2.14
 15, -16.19, -10.44,   8.08,   9.16
 16, -22.79, -18.03,   6.51,   5.30
 17, -19.39,  -9.26,   0.85,  -1.01
 18, -20.99,  -3.94,  23.77,  41.06
 19, -27.47,   1.40,   0.00,   0.00
 20, -23.47,   2.90,   0.00,   0.00
 21, -21.50,   2.98,   0.00,   0.00
 22, -21.61,   2.82,   0.00,   0.00
 23, -21.04,   2.48,   0.00,   0.00
 24, -16.43,   0.54,   0.00,   0.00
,Delta-L*,Delta-Chroma,|Delta-Hue dist|,|Delta-Hue degs|
Mean, -20.53,  -3.57,   4.24,   6.58,Maximum, -16.00,   4.47,  23.77,  41.06,
Mean camera chroma %,89.45

Mean chroma level CPIQ %,87.75
CPIQ Chroma quality loss JND,1.51
CPIQ Exposure quality loss JND,4.382

Color matrix: R x C, 3, 3, RGB->RGB
 1.257672,-0.173723,-0.007385
-0.107904, 1.122879,-0.007121
-0.158545,-0.062638, 0.867220

Color matrix: RGB->XYZ
 0.45528, 0.14270,-0.00341
 0.35573, 0.77958, 0.12499
 0.06868,-0.01593, 0.81352
Initial error, 578.5458
Final error, 17.4273
Iterations, 1028
funcCount, 1524
Matrix, 3x3, Constraint, No constraints
Optimize, Delta-E 00
Linearization, 3. Assume linear input, apply matrix, then gamma encode (CS)
Linearization params, 1.0000
weighting, Highlight weighting (CIELAB L*)

RGBY input primaries
Color,x,y,X,Y,Z
Red, 0.7657, 0.2400, 0.4553, 0.1427,-0.0034
Green, 0.2823, 0.6186, 0.3557, 0.7796, 0.1250
Blue, 0.0793,-0.0184, 0.0687,-0.0159, 0.8135

Differences from reference,mean input,max input,mean corrected,max corrected
DeltaE*ab,  22.54,  32.0,  7.25,  15.3
DeltaC*ab,   7.94,  24.1,  4.61,  12.9
DeltaE*94,  21.06,  27.7,  5.65,  15.3
DeltaC*94,   3.96,  15.5,  2.67,   6.2


Color errors for reference vs matrix-corrected patches   http://www.imatest.com/docs/colorcheck_ref 
Patch,Delta-E*,Delta-C*,Delta-E*94,Delta-C*94,Delta-E*00,Delta-C*00,L* corr,a* corr,b* corr,Row,Col,Weights
  1,  10.29,   1.01,  10.27,   0.79,   9.41,   0.94,  47.78,  12.66,  12.55,1,1,  0.469
  2,   7.53,   7.45,   5.25,   5.14,   5.74,   5.68,  66.27,  16.31,  10.24,1,2,  0.815
  3,   7.24,   5.70,   6.05,   4.08,   6.35,   4.60,  54.83,  -6.12, -17.98,1,3,  0.630
  4,   9.77,   3.99,   9.25,   2.46,   9.09,   2.42,  52.04, -18.61,  22.47,1,4,  0.539
  5,   7.18,   6.90,   3.68,   3.08,   3.74,   3.24,  57.36,   8.25, -19.18,1,5,  0.692
  6,   4.76,   4.21,   3.54,   2.77,   3.26,   2.78,  69.14, -31.61,  -2.43,1,6,  0.892
  7,   7.87,   7.55,   4.41,   3.81,   5.10,   4.74,  63.57,  25.74,  57.60,2,1,  0.767
  8,  13.27,  12.85,   6.99,   6.16,   6.36,   5.60,  44.02,   5.53, -39.11,2,2,  0.509
  9,   4.89,   4.11,   3.52,   2.33,   3.47,   2.27,  52.50,  47.98,  10.31,2,3,  0.623
 10,   6.01,   0.40,   6.00,   0.27,   4.83,   0.27,  36.15,  24.65, -22.91,2,4,  0.377
 11,   3.63,   3.62,   1.83,   1.82,   1.86,   1.85,  72.18, -24.45,  60.47,2,5,  0.905
 12,   8.01,   8.01,   3.91,   3.91,   4.98,   4.97,  70.77,   7.57,  66.49,2,6,  0.886
 13,   6.86,   6.07,   4.61,   3.32,   5.08,   4.41,  32.82,  15.43, -50.01,3,1,  0.370
 14,   9.45,   7.88,   6.81,   4.39,   6.00,   3.73,  60.86, -45.87,  27.28,3,2,  0.696
 15,   6.89,   5.60,   4.85,   2.72,   4.63,   2.82,  44.57,  54.64,  22.37,3,3,  0.507
 16,   7.55,   6.24,   4.60,   1.75,   3.61,   2.04,  76.73,  -3.65,  74.37,3,4,  1.012
 17,   1.81,   1.77,   0.66,   0.54,   0.65,   0.53,  51.38,  51.45, -17.75,3,5,  0.638
 18,   6.44,   4.86,   4.95,   2.60,   4.68,   2.36,  56.34, -24.54, -21.32,3,6,  0.652
 19,  15.27,   1.76,  15.26,   1.71,   9.91,   2.46,  81.37,   0.93,   2.03,4,1,  1.207
 20,   6.36,   1.75,   6.35,   1.73,   4.75,   1.99,  75.16,   0.31,   1.25,4,2,  1.016
 21,   1.59,   1.38,   1.58,   1.36,   1.50,   1.36,  67.58,  -0.76,   0.95,4,3,  0.835
 22,   5.39,   1.04,   5.39,   1.03,   5.30,   1.36,  56.16,  -0.90,   0.35,4,4,  0.636
 23,   7.81,   2.98,   7.77,   2.87,   7.45,   3.99,  42.90,  -3.19,  -1.41,4,5,  0.446
 24,   8.15,   3.58,   8.10,   3.46,   7.05,   4.64,  27.80,  -3.35,  -2.07,4,6,  0.256


L* a* b* Color errors for reference vs uncorrected and matrix-corrected patches   http://www.imatest.com/docs/colorcheck_ref 
,orig.,orig.,orig.,corrected,corrected,corrected
Patch,Delta-L*,Delta-a*,Delta-b*,Delta-L*,Delta-a*,Delta-b*
  1, -17.60,  -4.84,  -2.55,  10.24,   0.64,  -0.78,1,1,  0.469
  2, -20.88,  -1.47,  -5.18,   1.07,   1.48,  -7.31,1,2,  0.815
  3, -20.94,   4.95,  -4.31,   4.46,  -4.55,   3.45,1,3,  0.630
  4, -20.18,  -1.95,  -4.18,   8.91,  -3.98,   0.35,1,4,  0.539
  5, -22.07,   1.48,  -3.21,   2.02,  -3.20,   6.11,1,5,  0.692
  6, -23.25,   8.92,  -8.67,  -2.22,   1.11,  -4.06,1,6,  0.892
  7, -19.57,  -6.62,  -6.53,   2.21,  -7.14,   2.45,2,1,  0.767
  8, -19.52,   5.94,  -0.55,   3.31, -11.38,   5.98,2,2,  0.509
  9, -18.15,  -8.12,   4.72,   2.64,   2.04,  -3.57,2,3,  0.623
 10, -18.43,  -8.07,   2.59,   6.00,  -0.27,  -0.30,2,4,  0.377
 11, -22.77,  -2.25,  -7.04,  -0.26,   3.01,   2.01,2,5,  0.905
 12, -21.29,  -8.24, -11.85,  -0.14,  -8.01,  -0.05,2,6,  0.886
 13, -16.00,   6.78,   2.61,   3.20,  -5.99,  -0.98,3,1,  0.370
 14, -21.25,   5.52,  -6.64,   5.21,  -5.11,  -5.99,3,2,  0.696
 15, -16.19, -13.12,   1.47,   4.02,   4.67,  -3.09,3,3,  0.507
 16, -22.79,  -5.49, -18.37,  -4.26,  -2.62,  -5.66,3,4,  1.012
 17, -19.39,  -9.02,   2.25,   0.38,   1.57,  -0.82,3,5,  0.638
 18, -20.99,  23.39,  -5.79,   4.22,   0.07,   4.86,3,6,  0.652
 19, -27.47,  -1.46,  -3.33, -15.17,   1.62,   0.68,4,1,  1.207
 20, -23.47,  -1.61,  -2.54,  -6.11,   0.92,   1.49,4,2,  1.016
 21, -21.50,  -2.09,  -2.15,   0.79,  -0.12,   1.38,4,3,  0.835
 22, -21.61,  -1.92,  -2.10,   5.29,  -0.85,   0.60,4,4,  0.636
 23, -21.04,  -1.97,  -1.78,   7.22,  -2.97,  -0.20,4,5,  0.446
 24, -16.43,  -0.80,  -0.34,   7.32,  -3.40,  -1.10,4,6,  0.256

Exif data:  16 lines
File Modification Date/Time     , 2021:10:22 21:47:00+09:00
Make                            , RICOH
Camera Model Name               , RICOH THETA Z1
Orientation                     , Horizontal (normal)
Exposure Time                   , 1/10
F Number                        , 5.6
ISO                             , 200
Exposure Compensation           , 0
Max Aperture Value              , 2.1
Flash                           , No flash function
Focal Length                    , 2.6 mm
White Balance                   , Auto
Color Space                     , sRGB
Image Width                     , 6720
Image Height                    , 3360
Light Value                     , 7.3
